term,name,definition,category,provenance,provenance_uri,note
depthUnsaturatedZone,"Depth, unsaturated zone ","Depth of the Unsaturated zone. The vadose zone, also termed the unsaturated zone, is the part of Earth between the land surface and the top of the phreatic zone, the position at which the groundwater (the water in the soil's pores) is at atmospheric pressure (""vadose"" is from the Latin for ""shallow""). Hence, the vadose zone extends from the top of the ground surface to the water table.",,Wikipedia,https://en.wikipedia.org/wiki/Vadose_zone,Added to support Critical Zone Observatory (CZO) data use cases. 
deuterium,Deuterium,"Deuterium (2H), Delta D",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
diadinoxanthin,Diadinoxanthin,The phytoplankton pigment Diadinoxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
diallate_CisOrTrans,Diallate (cis or trans),Diallate (cis or trans) (C10H17Cl2NOS),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
diameter,Diameter,"A diameter of a circle is any straight line segment that passes through the center of the circle and whose endpoints lie on the circle. It can also be defined as the longest chord of the circle. Both definitions are also valid for the diameter of a sphere. In more modern usage, the length of a diameter is also called the diameter. In this sense one speaks of the diameter rather than a diameter (which refers to the line itself), because all diameters of a circle or sphere have the same length, this being twice the radius r.",,Wikipedia,https://en.wikipedia.org/wiki/Diameter,Added to support Critical Zone Observatory (CZO) data use cases. 
diameterAtBreastHeight,Diameter at breast height (DBH),"Diameter at breast height, or DBH, is the standard for measuring trees. DBH refers to the tree diameter measured at 4.5 feet above the ground.",,Wikipedia,https://en.wikipedia.org/wiki/Diameter_at_breast_height,Added to support Critical Zone Observatory (CZO) data use cases. 
diatoxanthin,Diatoxanthin,The phytoplankton pigment Diatoxanthin,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dibenz_a_h_anthracene,"Dibenz(a,h)anthracene","Dibenz(a,h)anthracene (C22H14), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dibenzofuran,Dibenzofuran,Dibenzofuran (C12H8O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dibenzothiophene,Dibenzothiophene,"Dibenzothiophene (C12H8S), a polycyclic aromatic hydrocarbon (PAH)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dibromochloromethane,Dibromochloromethane,Dibromochloromethane (CHBr2Cl),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dieldrin,Dieldrin,Dieldrin (C12H8Cl6O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dielectricConstant,Dielectric constant,"The relative permittivity of a material is its (absolute) permittivity expressed as a ratio relative to the permittivity of vacuum. Permittivity is a material property that affects the Coulomb force between two point charges in the material. Relative permittivity is the factor by which the electric field between the charges is decreased relative to vacuum. Likewise, relative permittivity is the ratio of the capacitance of a capacitor using that material as a dielectric, compared with a similar capacitor that has vacuum as its dielectric. Relative permittivity is also commonly known as dielectric constant, a term deprecated in engineering as well as in chemistry.",,Wikipedia,https://en.wikipedia.org/wiki/Relative_permittivity,Added to support Critical Zone Observatory (CZO) data use cases. 
diethyleneGlycol,Diethylene glycol,Diethylene glycol (C4H10O3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
diethylPhthalate,Diethyl phthalate,Diethyl phthalate (C12H14O4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
diffractionXRay,"Diffraction, X-ray (XRD)","X-ray crystallography (XRC) is a technique used for determining the atomic and molecular structure of a crystal, in which the crystalline structure causes a beam of incident X-rays to diffract into many specific directions.",,Wikipedia,https://en.wikipedia.org/wiki/X-ray_crystallography#X-ray_diffraction,Added to support Critical Zone Observatory (CZO) data use cases. 
diisopropylEther,Diisopropyl Ether,Diisopropyl Ether (C6H14O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dimethylphenanthrene,Dimethylphenanthrene,Dimethylphenanthrene (C16H14),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dimethylPhthalate,Dimethyl Phthalate,Dimethyl Phthalate (C10H10O4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
di_n_Butylphthalate,Di-n-butylphthalate,Di-n-butylphthalate (C16H22O4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
di_n_OctylPhthalate,Di-n-octyl phthalate,Di-n-octyl phthalate (C24H38O4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dinoflagellates,Dinoflagellates,The chlorophyll a concentration contributed by Dinoflagellates,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dinoseb,Dinoseb,Dinoseb (C10H12N2O5),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
discharge,Discharge,Discharge,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
distance,Distance,Distance measured from a sensor to a target object such as the surface of a water body or snow surface.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
distichlisSpicataCoverage,Distichlis spicata Coverage,Areal coverage of the plant Distichlis spicata,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
disulfoton,Disulfoton,Disulfoton (C8H19O2PS3),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
d_Limonene,d-Limonene,d-Limonene (C10H16),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
DNADamageOliveDailMoment,"DNA damage, olive tail moment","In a single cell gel electrophoresis assay (comet assay), olive tail moment is the product of the percentage of DNA in the tail and the distance between the intesity centroids of the head and tail along the x-axis (Olive, et al., 1990)",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
DNADamagePercentTailDNA,"DNA damage, percent tail DNA","In a single cell gel electrophoresis assay (comet assay), percent tail DNA is the ratio of fluorescent intensity of the tail over the total fluorescent intensity of the head (nuclear core) and tail multiplied by 100.",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
DNADamageTailLength,"DNA damage, tail length","In a single cell gel electrophoresis assay (comet assay), tail length is the distance of DNA migration from the body of the nuclear core",,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
dysprosium,Dysprosium,"Dysprosium is a chemical element with symbol Dy and atomic number 66. It is a rare earth element with a metallic silver luster. Dysprosium is never found in nature as a free element, though it is found in various minerals, such as xenotime. Naturally occurring dysprosium is composed of seven isotopes, the most abundant of which is 164Dy.",,Wikipedia,https://en.wikipedia.org/wiki/Dysprosium,Added to support Critical Zone Observatory (CZO) data use cases. 
dysprosiumDissolved,"Dysprosium, dissolved","Dissolved dysprosium (Dy). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Dysprosium,Added to support Critical Zone Observatory (CZO) data use cases. 
e_coli,E-coli,Escherichia coli,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
effectiveEnergyAndMassTransfer,Effective energy and mass transfer (EEMT),Effective energy and mass transfer (EEMT) couples energy and mass flux to the subsurface in the form of effective precipitation and net primary production in a common energy unit.,,,https://doi.org/10.5194/hess-16-725-2012,Added to support Critical Zone Observatory (CZO) data use cases. 
electricalConductivity,Electrical conductivity,Electrical conductivity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
electricCurrent,Electric Current,A flow of electric charge,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
electricEnergy,Electric Energy,Electric Energy,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
electricPower,Electric Power,Electric Power,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
endOfFile,End of file,A categorical variable marking the end of a data file. This is used for quality control.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
endosulfan_I_Alpha,Endosulfan I (alpha),Endosulfan I (alpha) (C9H6Cl6O3S),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
endosulfan_II_Beta,Endosulfan II (beta),Endosulfan II (beta) (C9H6Cl6O3S),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
endosulfanSulfate,Endosulfan Sulfate,Endosulfan Sulfate (C9H6Cl6O4S),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
endrin,Endrin,Endrin (C12H8Cl6O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
endrinAldehyde,Endrin aldehyde,Endrin aldehyde (C12H8Cl6O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
endrinKetone,Endrin Ketone,Endrin Ketone (C12H9Cl5O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
enterococci,Enterococci,Enterococcal bacteria,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
erbium,Erbium,"Erbium is a chemical element with symbol Er and atomic number 68. A silvery-white solid metal when artificially isolated, natural erbium is always found in chemical combination with other elements. It is a lanthanide, a rare earth element, originally found in the gadolinite mine in Ytterby in Sweden, from which it got its name.",,Wikipedia,https://en.wikipedia.org/wiki/Erbium,Added to support Critical Zone Observatory (CZO) data use cases. 
erbiumDissolved,"Erbium, dissolved","Dissolved Erbium (Er). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Erbium,Added to support Critical Zone Observatory (CZO) data use cases. 
erosionRate,Erosion rate,"In earth science, erosion is the action of surface processes (such as water flow or wind) that removes soil, rock, or dissolved material from one location on the Earth's crust, and then transports it to another location (not to be confused with weathering which involves no movement).",,,,Added to support Critical Zone Observatory (CZO) data use cases. 
ethane,Ethane,Ethane,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethaneDissolved,"Ethane, dissolved",Dissolved Ethane (C2H6),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethanol,Ethanol,Ethanol (C2H6O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethoxyresorufin_O_DeethylaseActivity,"Ethoxyresorufin O-deethylase, activity",Ethoxyresorufin O-deethylase (EROD) activity,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethylbenzene,Ethylbenzene,Ethylbenzene (C8H10),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethylene,Ethylene,Ethylene (C2H4),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethyleneDissolved,"Ethylene, dissolved",Dissolved ethylene,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethyleneGlycol,Ethylene glycol,Ethlene Glycol (C2H4(OH)2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethylTert_ButylEther,Ethyl tert-Butyl Ether,Ethyl tert-Butyl Ether (C6H14O),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
ethyne,Ethyne,Ethyne (C2H2),,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
europium,Europium,"Europium is a chemical element with symbol Eu and atomic number 63. It was isolated in 1901 and is named after the continent of Europe. It is a moderately hard, silvery metal which readily oxidizes in air and water.",,Wikipedia,https://en.wikipedia.org/wiki/Europium,Added to support Critical Zone Observatory (CZO) data use cases. 
europiumDissolved,"Europium, dissolved","Dissolved Europium (Eu). ""Dissolved "" indicates a the measurement was made on a filtered sample.",,Wikipedia,https://en.wikipedia.org/wiki/Europium,Added to support Critical Zone Observatory (CZO) data use cases. 
evaporation,Evaporation,Evaporation,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
evapotranspiration,Evapotranspiration,Evapotranspiration,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
evapotranspiration,Evapotranspiration (ET),Evapotranspiration (ET) is the sum of evaporation and plant transpiration from the Earth's land and ocean surface to the atmosphere.,,Wikipedia,https://en.wikipedia.org/wiki/Evapotranspiration,Added to support Critical Zone Observatory (CZO) data use cases. 
evapotranspirationPotential,"Evapotranspiration, potential",The amount of water that could be evaporated and transpired if there was sufficient water available.,,Originally from the CUAHSI HIS VariableNameCV.  See: http://his.cuahsi.org/mastercvreg/edit_cv11.aspx?tbl=VariableNameCV.,,
extracellularEnzymeActivity,Extracellular enzyme activity,"Extracellular enzymes or exoenzymes are synthesized inside the cell and then secreted outside the cell, where their function is to break down complex macromolecules into smaller units to be taken up by the cell for growth and assimilation.",,Wikipedia,https://en.wikipedia.org/wiki/Fungal_extracellular_enzyme_activity,Added to support Critical Zone Observatory (CZO) data use cases. 
